,value_mean,value_mean,value_mean,value_mean,value_mean,value_mean,value_mean,value_mean,value_std,value_std,value_std,value_std,value_std,value_std,value_std,value_std,value_p90,value_p90,value_p90,value_p90,value_p90,value_p90,value_p90,value_p90,value_p95,value_p95,value_p95,value_p95,value_p95,value_p95,value_p95,value_p95,saturation_mean,saturation_mean,saturation_mean,saturation_mean,saturation_mean,saturation_mean,saturation_mean,saturation_mean,saturation_std,saturation_std,saturation_std,saturation_std,saturation_std,saturation_std,saturation_std,saturation_std,gray_mean,gray_mean,gray_mean,gray_mean,gray_mean,gray_mean,gray_mean,gray_mean,gray_std,gray_std,gray_std,gray_std,gray_std,gray_std,gray_std,gray_std,hue_sin,hue_sin,hue_sin,hue_sin,hue_sin,hue_sin,hue_sin,hue_sin,hue_cos,hue_cos,hue_cos,hue_cos,hue_cos,hue_cos,hue_cos,hue_cos,chromatic_fraction,chromatic_fraction,chromatic_fraction,chromatic_fraction,chromatic_fraction,chromatic_fraction,chromatic_fraction,chromatic_fraction,yellow_candidate_ratio,yellow_candidate_ratio,yellow_candidate_ratio,yellow_candidate_ratio,yellow_candidate_ratio,yellow_candidate_ratio,yellow_candidate_ratio,yellow_candidate_ratio,lab_L_mean,lab_L_mean,lab_L_mean,lab_L_mean,lab_L_mean,lab_L_mean,lab_L_mean,lab_L_mean,lab_L_std,lab_L_std,lab_L_std,lab_L_std,lab_L_std,lab_L_std,lab_L_std,lab_L_std,lab_a_mean,lab_a_mean,lab_a_mean,lab_a_mean,lab_a_mean,lab_a_mean,lab_a_mean,lab_a_mean,lab_a_std,lab_a_std,lab_a_std,lab_a_std,lab_a_std,lab_a_std,lab_a_std,lab_a_std,lab_b_mean,lab_b_mean,lab_b_mean,lab_b_mean,lab_b_mean,lab_b_mean,lab_b_mean,lab_b_mean,lab_b_std,lab_b_std,lab_b_std,lab_b_std,lab_b_std,lab_b_std,lab_b_std,lab_b_std,highlight_candidate_ratio,highlight_candidate_ratio,highlight_candidate_ratio,highlight_candidate_ratio,highlight_candidate_ratio,highlight_candidate_ratio,highlight_candidate_ratio,highlight_candidate_ratio,highlight_largest_ratio,highlight_largest_ratio,highlight_largest_ratio,highlight_largest_ratio,highlight_largest_ratio,highlight_largest_ratio,highlight_largest_ratio,highlight_largest_ratio,glcm_contrast,glcm_contrast,glcm_contrast,glcm_contrast,glcm_contrast,glcm_contrast,glcm_contrast,glcm_contrast,glcm_homogeneity,glcm_homogeneity,glcm_homogeneity,glcm_homogeneity,glcm_homogeneity,glcm_homogeneity,glcm_homogeneity,glcm_homogeneity,glcm_energy,glcm_energy,glcm_energy,glcm_energy,glcm_energy,glcm_energy,glcm_energy,glcm_energy,glcm_entropy,glcm_entropy,glcm_entropy,glcm_entropy,glcm_entropy,glcm_entropy,glcm_entropy,glcm_entropy,lbp_entropy,lbp_entropy,lbp_entropy,lbp_entropy,lbp_entropy,lbp_entropy,lbp_entropy,lbp_entropy,edge_density_proxy,edge_density_proxy,edge_density_proxy,edge_density_proxy,edge_density_proxy,edge_density_proxy,edge_density_proxy,edge_density_proxy,lbp_00,lbp_00,lbp_00,lbp_00,lbp_00,lbp_00,lbp_00,lbp_00,lbp_01,lbp_01,lbp_01,lbp_01,lbp_01,lbp_01,lbp_01,lbp_01,lbp_02,lbp_02,lbp_02,lbp_02,lbp_02,lbp_02,lbp_02,lbp_02,lbp_03,lbp_03,lbp_03,lbp_03,lbp_03,lbp_03,lbp_03,lbp_03,lbp_04,lbp_04,lbp_04,lbp_04,lbp_04,lbp_04,lbp_04,lbp_04,lbp_05,lbp_05,lbp_05,lbp_05,lbp_05,lbp_05,lbp_05,lbp_05,lbp_06,lbp_06,lbp_06,lbp_06,lbp_06,lbp_06,lbp_06,lbp_06,lbp_07,lbp_07,lbp_07,lbp_07,lbp_07,lbp_07,lbp_07,lbp_07,lbp_08,lbp_08,lbp_08,lbp_08,lbp_08,lbp_08,lbp_08,lbp_08,lbp_09,lbp_09,lbp_09,lbp_09,lbp_09,lbp_09,lbp_09,lbp_09,lbp_10,lbp_10,lbp_10,lbp_10,lbp_10,lbp_10,lbp_10,lbp_10,lbp_11,lbp_11,lbp_11,lbp_11,lbp_11,lbp_11,lbp_11,lbp_11,lbp_12,lbp_12,lbp_12,lbp_12,lbp_12,lbp_12,lbp_12,lbp_12,lbp_13,lbp_13,lbp_13,lbp_13,lbp_13,lbp_13,lbp_13,lbp_13,lbp_14,lbp_14,lbp_14,lbp_14,lbp_14,lbp_14,lbp_14,lbp_14,lbp_15,lbp_15,lbp_15,lbp_15,lbp_15,lbp_15,lbp_15,lbp_15,lbp_16,lbp_16,lbp_16,lbp_16,lbp_16,lbp_16,lbp_16,lbp_16,lbp_17,lbp_17,lbp_17,lbp_17,lbp_17,lbp_17,lbp_17,lbp_17
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,142.0,149.3459319062115,7.5354509994685825,126.53536835328441,144.75686111388083,149.66220248681577,153.74459558217816,178.05746673238048,142.0,50.1174801664727,11.306919397597476,34.09987680560722,40.97962528209884,45.22943667754938,64.35083341811128,70.15281123413473,142.0,211.62183098591552,16.919435155625496,178.0,198.625,208.25,229.75,243.0,142.0,221.0767605633803,17.13109617328359,186.5,208.0,216.51250000000005,241.5,249.0,142.0,40.98602787738296,16.335126537616468,18.25123716153128,29.016731279277746,34.14775043297578,51.83292525627093,81.68866902578176,142.0,42.3968939705329,13.579356215365818,19.18801657420915,32.05596543229972,37.49059519364454,53.789996492582546,75.9942876093622,142.0,141.91988800034926,7.783769956948336,119.80062904297219,136.14529677871764,141.88808438235748,147.07271661747072,167.92272055199606,142.0,53.98355907860737,11.749758790258669,35.408401824281626,44.78289262376272,48.8578383818563,67.70391597394156,74.16160486259224,142.0,-0.08955033338979987,0.2302391662965697,-0.5307593557740621,-0.26899048661273744,-0.10931255893069525,0.0700241690807357,0.7079542548108091,142.0,-0.2226610646611395,0.2550551440475623,-0.6790027040711757,-0.4256816064076316,-0.23396928591756277,-0.05525562009336435,0.5911803773615771,142.0,0.31254088020376525,0.15163691267956864,0.09887653337196947,0.20376960008827258,0.2424341854851797,0.4276620392955901,0.6630373547299038,142.0,0.10069405581026811,0.047760096093105456,0.02302348051106145,0.06709107439342538,0.09076464248140001,0.12240477058017676,0.340435034445273,142.0,58.278871281046264,3.126252527203418,49.81044960021973,55.79314374923706,58.22883319854736,60.603355884552,68.29595184326172,142.0,21.343311511294942,4.709542420521008,13.83486795425415,17.676928997039795,19.19119930267334,27.00429081916809,29.522154808044434,142.0,-1.3316976524722224,0.7368346979613518,-3.524146795272827,-1.703560009598732,-1.3577920763054863,-0.9932884946465492,0.9397760629653931,142.0,2.5254076882986953,0.7754062805485487,1.3290920853614807,1.9781653732061386,2.2689308822155,3.0030755400657654,5.1501545906066895,142.0,1.1243364999880752,2.824600385610036,-7.330550909042358,-0.7033914029598236,1.5791919901967049,2.831857517361641,7.501801490783691,142.0,8.866005084044497,2.6679585768325507,4.109270334243774,7.022824287414551,8.051997423171997,10.474468350410461,17.77601432800293,142.0,0.08126742384218064,0.07675771389768442,0.0009329601492736239,0.01924845498764416,0.04996883819619129,0.15003148159952692,0.30172498767865946,142.0,0.04139036144257745,0.05031158820899607,0.0002599090318388564,0.0028018952140404334,0.011628137434120393,0.06683446029231373,0.20079600437022008,142.0,5.791568499396147,3.2607143799191434,1.5747133903350494,3.412805395283209,4.27419975324957,8.545466492300603,14.094003904757926,142.0,0.4859072733709847,0.07425088317339439,0.33924340845458545,0.42237544279468475,0.5009922928911484,0.5336599648274936,0.6450638451620668,142.0,0.13048070642484305,0.02607370790656593,0.08480439684627185,0.10604239214076243,0.1332204118437048,0.14798277201063387,0.18522248649193665,142.0,6.476161336566147,0.5317729458116132,5.45762142509032,6.103602078670934,6.360250871921829,7.009952565315549,7.43159905270932,142.0,3.168872861636475,0.2521938615979275,2.7420563833710867,2.9382395408486017,3.157760314649251,3.3477833829064414,3.7837274417243303,142.0,0.33713032051894054,0.015281741116830564,0.2830610692552883,0.33108547254052784,0.3415108647650137,0.347150868851064,0.3669029970995811,142.0,0.09257604965466977,0.011959081928206884,0.06542720942154928,0.0841609850894613,0.09123695636175697,0.10165422958527545,0.11588004684079221,142.0,0.05470689312932843,0.009879981902742986,0.029872178756560095,0.04880254341888627,0.054280450936014905,0.06281851658826074,0.07318762990489387,142.0,0.03056317713145123,0.0029126665318649045,0.024811709878383464,0.028405212904121714,0.03064863135409723,0.03261502511981375,0.03927876493976985,142.0,0.01975550217744673,0.005625743326411532,0.008827801989049056,0.014966966630061645,0.020186464967276906,0.023998507813704103,0.03369388276255338,142.0,0.01716511383647249,0.0058373270873785885,0.007873023871008376,0.011680659149249371,0.017289583501807634,0.020712569084913805,0.03305316302463784,142.0,0.01791937971034153,0.006621750515821941,0.006928261006487372,0.012057322112168338,0.017932219870602555,0.02202823550196738,0.03660331948871502,142.0,0.02053570310145177,0.008673746092721884,0.008492569002123142,0.013100300895879472,0.01973182025639102,0.025697022989785618,0.04514040718220345,142.0,0.025276512565387828,0.011256736692217923,0.009826383585357161,0.016199800194063706,0.02291647664993532,0.03043199942971838,0.06690733764770276,142.0,0.028166288700573312,0.013014495673989705,0.011461445146724373,0.0182531151569685,0.025910240400942017,0.033795808245322995,0.07987720950449145,142.0,0.02553208517265946,0.011253594645071804,0.009673641871595133,0.016581877812321004,0.023842469557824902,0.030630335069120027,0.06873873112463377,142.0,0.021177890460542532,0.008806249157136471,0.008529577495833685,0.013479913902909865,0.02085722809156734,0.025910901955555656,0.048065576805434815,142.0,0.018548905262316628,0.006598295197045887,0.00799899225294451,0.012779737022122099,0.018274647878755046,0.023297232921766158,0.03626608367086977,142.0,0.018085693769538686,0.006056002173284639,0.007950584062136872,0.012917382753044299,0.01806609572474653,0.022485806251288785,0.03603859026403548,142.0,0.021066774777065103,0.0054971560266940155,0.011049324763486676,0.016164966108671,0.02147641816345637,0.02561196243438895,0.035486627358786396,142.0,0.030979855488269807,0.003121227502926861,0.02576189432142074,0.02834133356705297,0.030950537487253717,0.03319064906124235,0.040294781885177704,142.0,0.05081360136049862,0.00902829739702128,0.026970845809588202,0.044710162042172916,0.05005402504583551,0.05928178754584704,0.06721677200865618,142.0,0.09140911831759845,0.016083994009494278,0.05628702630477478,0.07943014845949287,0.08812096149418679,0.10545373618580402,0.12185792095926418,142.0,0.4156508837209199,0.04649707736330518,0.25624818893074475,0.3888660475670156,0.4271298508300677,0.45223999419697464,0.47201930593675834
B,80.0,152.27196091722166,4.9112136477469015,137.0792792792793,149.2566032586685,152.59138009438877,155.5293090519749,165.72487672164598,80.0,54.614115272026694,2.9124427047891506,46.32908536853686,52.937021398547316,55.06855102196217,56.627465477933285,60.21922009658905,80.0,221.4125,5.439410220263207,201.5,218.0,223.0,225.0,230.0,80.0,231.74906249999998,4.80944555172752,215.0,228.5,233.0,235.0,239.0,80.0,57.48671256804679,9.096460831793017,39.001315789473686,51.130644167387246,56.424031054963926,63.77816984281548,78.69187212457237,80.0,57.21505232245611,6.392645325692422,38.50598045027246,53.10734462706293,57.712705905160206,61.94012782210625,68.14197873884218,80.0,140.33259967262035,5.689522987182668,119.84144144144145,136.90913242630944,140.7086382989694,143.34310405266018,157.49158306410473,80.0,58.84869581247849,2.9604784686492547,49.8181898130201,57.58114370449967,58.98475182302805,60.788092120181005,65.00576006850396,80.0,0.06560417522917968,0.13475543565381978,-0.2473496395675466,-0.023205368757932776,0.04818771058987712,0.16454147573034292,0.5521591830345197,80.0,0.0959284258445536,0.1353750025508573,-0.18678658005465087,0.010749900646798578,0.08666748837520816,0.17844347146514797,0.723905491146699,80.0,0.4720726861293711,0.06529752885884242,0.3026315789473684,0.4263515696436717,0.4602888355286077,0.5143288595305211,0.6396665954263732,80.0,0.22964611381758715,0.0530069259934965,0.11231431348049424,0.1919080161416072,0.23188007684662298,0.25970605814513475,0.3433285072487069,80.0,57.57982773780823,2.2794500210392896,49.448455810546875,56.31391143798828,57.71117401123047,58.7220196723938,64.46147155761719,80.0,23.28588308095932,1.1964686337500858,19.753071784973145,22.695626735687256,23.351296424865723,23.995338201522827,25.843379974365234,80.0,0.28856323858344696,0.8498580209999036,-1.6621686220169067,-0.3117081169039011,0.4078824110329151,0.8874424626119435,2.852756381034851,80.0,4.179087835550308,0.6534603022782607,2.6316046714782715,3.773840546607971,4.122828483581543,4.643835186958313,6.014716625213623,80.0,2.8226343824062496,1.8056409830834816,-1.2861064672470093,1.8510377928614616,2.880437135696411,3.8680500984191895,7.7773823738098145,80.0,13.245401680469513,1.949694934092419,8.615881443023682,11.790008902549744,13.073060989379883,14.687609791755676,17.636577606201172,80.0,0.11137377082181002,0.02693819794233267,0.04087041833451063,0.09377415574361832,0.11684005405399961,0.13070761749654086,0.1688522542775072,80.0,0.032178893831609615,0.013599604494892795,0.006930024482191651,0.021482453527838376,0.03155929662874078,0.04255452492842468,0.06872362526391815,80.0,7.461662809755078,0.9906533613277989,4.752248671943805,6.8192168770294534,7.430217977182487,8.072451251278565,9.590263007832029,80.0,0.41374815071600074,0.017661635780389075,0.3810596156140303,0.40225519370103857,0.4132067108491538,0.4234776149300682,0.4752681219026714,80.0,0.10438668167619587,0.006393739299808551,0.09126915431010031,0.09961660545034484,0.10392612290225,0.10875380742064734,0.12284843591097952,80.0,6.977669882127889,0.133684617461864,6.572608126480885,6.880199119589384,6.996079810544003,7.067581391754833,7.236195526501573,80.0,3.092888171291299,0.06176830286424052,2.9973954523237074,3.0518792672342547,3.0924562245275604,3.120795642166066,3.4103178110595036,80.0,0.35557524799698764,0.0052702906343778475,0.33922265581268896,0.3529037785535863,0.3560207866232288,0.35898715761166766,0.3666085470560449,80.0,0.0938510537465634,0.0027023050256489286,0.0838607448541607,0.09253724329268634,0.09407211617495284,0.09534591927667005,0.10024650780608052,80.0,0.05692647476024082,0.0025827416948709897,0.04662756394243038,0.05556413561156777,0.05712656844185757,0.05818158745669921,0.06406406406406406,80.0,0.029323183912150795,0.0016300902080478392,0.02570789865871833,0.028129467169683377,0.02921896706651051,0.030125007458315204,0.036594217497960435,80.0,0.018313051588074922,0.0015530890720844913,0.01541733120680489,0.017401952530304736,0.018155891097204682,0.019054354711605413,0.026131628085459643,80.0,0.015608544756595639,0.0013554776481114997,0.012308715901530274,0.014807198999179757,0.01550776840148595,0.016299600287030463,0.021155548245470227,80.0,0.01573428102771703,0.0014645998186624209,0.013060663344217219,0.014797559021284332,0.015672259548954726,0.0162556562640355,0.021654768264094258,80.0,0.01770814646478687,0.0017937514549207555,0.014127764127764128,0.016513191314113634,0.017388765891999836,0.018550417247147413,0.025583257168141547,80.0,0.02109074071290712,0.0027949992601293255,0.01676727028839705,0.019561270202940927,0.020603901198808457,0.022248695487363516,0.034181880036363965,80.0,0.023547828406717992,0.003210462224359491,0.018290599390397004,0.02127304833213412,0.02312682605381437,0.025220640410587827,0.037232123102800926,80.0,0.02135644082195472,0.0023388705385468584,0.017059948979591837,0.01979935942586491,0.02099747232762174,0.022461538550226173,0.03162096133965289,80.0,0.018306107238683218,0.0021117207944179725,0.014266941993617421,0.017075390673293594,0.01811588852052199,0.019028195791794843,0.02684398784991275,80.0,0.016606327240561956,0.001516100825610533,0.013821441912588718,0.015427401536333839,0.016610015550846714,0.01751046194068807,0.02109895928857828,80.0,0.01677303071398359,0.0016743118502018034,0.013972316531731522,0.01563430498961262,0.016609848010775682,0.017581793961173743,0.02417018421339507,80.0,0.019423341037367224,0.0016173105443500276,0.016032648301996792,0.018489402240018698,0.019311947689636053,0.020156307458139434,0.027690231907171674,80.0,0.030472572661858415,0.0015667384766701788,0.02625788470001467,0.029386888021532255,0.030361090657897345,0.03136124433265852,0.03526659297348805,80.0,0.053436897427290506,0.0024330421091217766,0.04533856450207099,0.05225987414933103,0.05358986228460908,0.05508594129192344,0.057971014492753624,80.0,0.08924733797833531,0.0033994709978658892,0.07915898014056075,0.08758648501936003,0.08991613091456724,0.09111756027448985,0.0998060256267019,80.0,0.44039713149903753,0.01156635180470148,0.3775781953095785,0.4360356957303787,0.4412596717641546,0.44593501510643196,0.45993117010816126
C,434.0,149.45552255346237,4.685627346225244,135.66293631502188,146.86405241997136,149.39852138084422,152.15685153661678,171.56480587212673,434.0,60.24886271325351,2.8028618300261576,50.08665822999059,58.52246546321161,60.450389339975544,62.28365671555317,67.074015060114,434.0,226.9913594470046,4.481156363135409,206.5,225.0,228.0,230.0,241.0,434.0,238.3604262672811,3.5743500018408327,221.5,237.0,239.0,240.875,249.0,434.0,64.95754647502827,9.859904510166771,37.75241643035237,58.03996077788398,65.01196993699784,71.20662752063201,100.1423018824929,434.0,64.98864987533017,5.868823498344605,38.14110434502848,61.48654375343507,65.46354770776233,69.09178105310491,77.54178485398944,434.0,137.00505344788868,5.9307512038122825,122.15263527498871,132.61757139351587,137.43902045508662,141.0061997749342,162.29524821325091,434.0,64.90828055398045,3.8196693706163782,52.453404822745085,62.43023662408451,64.99584625738856,67.6156133184604,72.82475297343183,434.0,-0.027996625653454652,0.14478208856297778,-0.37863452052437874,-0.13057103176954962,-0.030352805369086657,0.07206086607725413,0.4635732196459533,434.0,-0.03665896783673238,0.14565424844499605,-0.4961789674075732,-0.13223098054107274,-0.028611892576041662,0.058665913788129756,0.3942217491519243,434.0,0.4915707382640781,0.0764386369763159,0.3000517330574237,0.4381305863429594,0.4900986367607663,0.5501120419337384,0.711241509491384,434.0,0.20668188896414766,0.056017695883052006,0.07432414710426266,0.16773102868192508,0.20122076623448004,0.24364684748508786,0.4749911789194446,434.0,56.05848837997507,2.355707887265407,50.26710891723633,54.33602333068848,56.28474712371826,57.67202425003052,65.77735137939453,434.0,25.79775273635091,1.6087093192528112,20.112882614135742,24.71879529953003,25.866246700286865,26.970356464385986,29.164766311645508,434.0,0.40189700494539143,0.8446504928667223,-2.048901081085205,-0.1703387862071395,0.34418730437755585,0.8796564564108849,3.0035667419433594,434.0,4.290217397399761,0.7124331257702762,2.154341220855713,3.75288987159729,4.2848827838897705,4.760932743549347,6.523796558380127,434.0,1.9089793555582295,2.255427065809679,-4.000155568122864,0.4084317021770403,1.8713129162788391,3.2059254944324493,13.018013000488281,434.0,13.709143584774386,1.9628214112806777,8.529158592224121,12.259823083877563,13.814008235931396,15.026196122169495,21.99077606201172,434.0,0.1363158378329469,0.02467639977914678,0.052697410590505006,0.12202984186774593,0.13882130751164806,0.15163410260803412,0.2634730538922156,434.0,0.04863788223988914,0.01804212194610807,0.011801730920535013,0.03558613944609212,0.04779645891909701,0.058693954097964005,0.1328398384925976,434.0,7.965258135219082,0.808241682009028,6.15802084574478,7.396248739053409,7.867504599552651,8.442940809739717,11.396977109972129,434.0,0.41170704439654954,0.013939790234318784,0.35233651986962045,0.4032881463700171,0.412432768080336,0.42105481174047,0.4478029366314146,434.0,0.10017712819168385,0.004439987591892979,0.08682368151417111,0.09725183586327665,0.09988277915713195,0.10252149653410457,0.12126284565948516,434.0,7.070504871822705,0.08670951146294895,6.618736411704214,7.0218088451972225,7.073736463301277,7.125094317348,7.380497635170661,434.0,3.045916028783083,0.06083856568526639,2.8710568803957788,3.008828132487583,3.0461674126003047,3.0881663964998616,3.218385881576864,434.0,0.3529299499717514,0.004245589378547901,0.3390763909821113,0.3504678693182193,0.35315971006807223,0.35574830424045106,0.36504341184705913,434.0,0.09788841197682431,0.0040651400826246156,0.0873046875,0.09531050794061746,0.0974950216838919,0.1002867305646006,0.11096264127832527,434.0,0.05805162193593419,0.0021427717875719034,0.051283437630142883,0.05670886120346925,0.05803127078282942,0.059403249608713654,0.06411466826881813,434.0,0.02878702598113981,0.001376727240049832,0.02487437230152964,0.02790579397953917,0.028765320721477524,0.029679791040470818,0.03263470188534788,434.0,0.017599929536416918,0.001469197640553136,0.01395592837745398,0.016660046184445873,0.017649350509599995,0.018603158584565908,0.021946518751612624,434.0,0.014692873619468593,0.001420730340055839,0.010819394807151597,0.013671093349916206,0.014699729872573074,0.015775478203033558,0.018418646251317283,434.0,0.014575592172379368,0.001490571703348001,0.01010857235456166,0.013612564627259694,0.014617079873235433,0.015472389313699667,0.019300770337763482,434.0,0.01578801444625512,0.0018572820120845066,0.010738452486025302,0.014601110611086479,0.01577679331433579,0.016965322829480413,0.021413694450210345,434.0,0.018705486705489563,0.0024020716628530155,0.012628895840574673,0.016995309141147226,0.018663639126389586,0.020234693114616353,0.026930261519302615,434.0,0.020778731325971807,0.0029037398923085927,0.013908600624467783,0.018752509213994496,0.02065807848583035,0.022759780932503734,0.029723483942943663,434.0,0.018959297050541838,0.0025766100617925372,0.012230133210840606,0.017369519974544893,0.01885523406141216,0.020399716376234136,0.027377258623836467,434.0,0.016280252394805725,0.0019779102598714627,0.011116512720790795,0.015032836397044152,0.016272003775826348,0.017412875914859204,0.02300981822492506,434.0,0.015039501055960228,0.001533298587307929,0.01064622995582282,0.014035840562253194,0.015004591119415996,0.01597008265037604,0.02003329848659635,434.0,0.015307575974590202,0.0014965747548537443,0.01008838496562807,0.014306100701347085,0.015319022029365931,0.016253928703289497,0.019884541372674792,434.0,0.018555015859507817,0.0014974633651787088,0.013744227098925865,0.01763942507221166,0.018639160115813427,0.019496768903538547,0.023241106719367587,434.0,0.029958799695147434,0.0013605334405068876,0.026142587911531654,0.02912146997215836,0.029929223704206587,0.03081624786561512,0.034790473319264395,434.0,0.056396515659229776,0.0027128767485988504,0.047596382674916705,0.05446676787686734,0.05634532601880658,0.058074156115224464,0.06392480959325879,434.0,0.10047286627004666,0.007792657448510096,0.08122546881814217,0.09545111897476322,0.09969193214738084,0.10473587134516965,0.12432109147178816,434.0,0.4406097244421715,0.007301040088915692,0.41828503137137735,0.4356028816173626,0.4408191934764468,0.44577965424012556,0.45753333702207716
